customer_id,age,gender,state,city,zone,education_level,occupation,primary_language,income_level,provider,plan_type,tenure_months,registration_date,monthly_charges,total_charges,data_usage_gb,voice_usage_minutes,sms_usage,network_type,call_drop_rate,network_downtime_hours,internet_speed_mbps,customer_service_calls,complaint_resolution_time,satisfaction_score,payment_method,late_payments,has_caller_tune,has_data_rollover,has_international_roaming,uses_mobile_money,uses_ussd_banking,subscribes_to_news,uses_social_bundles,family_plan,referrals_made,competitor_offers_received,device_age_years,smartphone_user,churn
NIG039624,25,Male,Rivers,Port Harcourt,South South,Secondary,Student,Igbo,Middle,MTN,Postpaid,7,2024-12-24,7222.13,59521.76,3.62,1553.28,51,4G,0.002,0.7,16.62,1,2.82,7.1,Mobile Money,3,0,0,1,1,1,1,0,1,0,2,0.8,1,0
NIG039625,36,Female,Cross River,Cross River City,South South,Secondary,Entrepreneur,Igbo,Low,9mobile,Prepaid,35,2022-09-06,2909.78,105676.15,9.77,526.92,42,4G,0.076,2.56,33.18,2,0.9,9.5,USSD,0,0,0,0,1,0,0,0,0,0,1,3.1,1,1
NIG039626,46,Female,Rivers,Port Harcourt,South South,Secondary,Student,Igbo,Middle,Airtel,Prepaid,38,2022-06-08,2383.3,101481.33,8.45,251.81,49,3G,0.167,3.69,13.43,1,56.72,2.7,Airtime Transfer,1,1,1,0,1,1,1,1,1,0,4,0,1,1
NIG039627,48,Male,Enugu,Enugu City,South East,PhD,Banker,Pidgin,Low,Airtel,Prepaid,18,2024-01-29,6319.1,147806.13,12.43,359.07,49,3G,0.197,0.15,10.91,2,57.54,3.4,Mobile Money,1,1,0,0,0,1,0,1,0,1,3,0.2,1,1
NIG039628,45,Female,Enugu,Enugu City,South East,OND/NCE,Doctor,Hausa,Middle,MTN,Prepaid,1,2025-06-22,1277.59,1357.66,9.47,335.15,67,4G,0.175,0.69,12.21,1,33.28,4.3,USSD,1,0,1,0,0,1,1,1,0,1,3,0.2,1,1
NIG039629,67,Male,Kwara,Kwara City,North Central,Masters,Banker,Other,Low,Airtel,Prepaid,19,2023-12-30,3165.09,56740.19,7.38,850.09,65,5G,0.051,0.46,57.77,2,7.7,8.4,USSD,0,1,0,0,1,0,0,1,0,1,1,2.8,1,0
NIG039630,48,Female,Kwara,Kwara City,North Central,Secondary,Trader,Hausa,Low,MTN,Prepaid,12,2024-07-27,2444.37,24950.46,12.8,1199.67,50,4G,0.084,0.48,11.65,0,1.56,6.2,USSD,1,0,0,0,1,0,1,1,1,1,1,1.8,1,0
NIG039631,31,Male,Kaduna,Kagoro,North West,OND/NCE,Trader,Hausa,Low,Airtel,Postpaid,31,2023-01-04,4528.65,152273.89,4.8,1571.38,55,2G,0.187,3.96,13.75,2,148.87,2,Card,0,1,0,0,1,1,0,1,0,0,2,3.1,0,1
NIG039632,43,Male,Kano,Rano,North West,Secondary,Artisan,Igbo,Low,Glo,Prepaid,9,2024-10-25,500,3844.9,4.12,661.67,48,4G,0.062,1.22,5.93,2,0.97,6.6,Bank Transfer,1,0,1,1,1,0,0,1,0,0,4,2.4,0,1
NIG039633,44,Male,Taraba,Taraba City,North East,Primary,Student,Hausa,Middle,MTN,Postpaid,19,2023-12-30,3787.13,88237.6,4.52,635.09,43,4G,0.164,1.16,11.44,5,9.14,3.6,Airtime Transfer,2,0,1,0,1,1,0,1,0,2,1,1,0,1
NIG039634,47,Female,Benue,Benue City,North Central,Secondary,Banker,Hausa,Middle,MTN,Postpaid,15,2024-04-28,10891.23,197969.86,6,287.7,50,4G,0.057,1.41,7.43,3,21.95,10,Bank Transfer,3,0,0,0,1,1,0,1,1,0,5,4.4,1,0
NIG039635,35,Male,Rivers,Opobo,South South,PhD,Engineer,Yoruba,Middle,MTN,Prepaid,15,2024-04-28,2854.16,44221.2,4.38,353.25,49,4G,0.211,0.22,21.43,3,6.82,1.2,Bank Transfer,0,1,0,0,1,1,1,1,1,1,6,0.3,1,1
NIG039636,59,Female,Ondo,Ondo City,South West,Primary,Trader,English,Low,Glo,Prepaid,21,2023-10-31,527.76,7786.64,0.85,659.66,55,3G,0.065,0.56,30.41,2,33.66,8.9,USSD,3,0,0,0,1,0,0,1,0,1,2,3.9,1,0
NIG039637,48,Female,Kano,Gwarzo,North West,OND/NCE,Artisan,Igbo,Middle,MTN,Prepaid,10,2024-09-25,2141.02,17842.85,3.02,378.67,41,4G,0.216,0.59,51.18,0,4.8,8,Card,1,1,0,0,1,1,0,1,0,1,0,1.1,0,1
NIG039638,49,Male,Lagos,Badagry,South West,Secondary,Civil Servant,English,Low,Airtel,Prepaid,1,2025-06-22,2632.33,2953.59,8.53,352.77,61,4G,0.135,1.39,4.69,0,28.7,9.1,USSD,0,1,0,0,0,0,1,1,0,2,2,0.1,0,0
NIG039639,39,Male,Jigawa,Jigawa City,North West,Masters,Engineer,English,Middle,9mobile,Prepaid,17,2024-02-28,2424.09,38543.96,7.91,499.68,56,4G,0.199,1.38,15.08,0,27.66,2,POS,0,1,0,0,0,0,0,1,0,1,4,2.9,1,0
NIG039640,35,Male,Lagos,Epe,South West,Masters,Student,Hausa,Low,Airtel,Postpaid,1,2025-06-22,12292.5,13953.09,6.37,660.82,45,4G,0.269,0.74,2.98,0,27.27,2.2,Airtime Transfer,1,0,0,0,1,1,0,0,0,0,3,0.1,0,1
NIG039641,36,Female,Nasarawa,Nasarawa City,North Central,Primary,Artisan,Yoruba,Low,MTN,Hybrid,41,2022-03-10,3430.05,172790.83,5.02,1063.33,44,4G,0.243,0.17,12.3,1,0.1,6.2,Bank Transfer,0,0,1,1,0,1,0,1,0,0,5,0.7,1,0
NIG039642,53,Male,Kwara,Kwara City,North Central,Secondary,Artisan,Yoruba,Low,MTN,Prepaid,4,2025-03-24,3736.49,18615.89,7.49,689.98,51,5G,0.001,1.95,20.64,3,1.72,6.8,Card,4,0,1,0,1,1,0,1,0,0,2,1.1,1,0
NIG039643,48,Female,Kaduna,Kagoro,North West,Secondary,Trader,Yoruba,Low,MTN,Prepaid,20,2023-11-30,2102.18,36816.14,6.6,455.66,43,2G,0.122,1.73,17.57,2,7.75,9,Airtime Transfer,2,0,1,1,0,0,0,1,0,1,1,4.7,1,0
NIG039644,56,Male,Ondo,Ondo City,South West,Secondary,Farmer,Igbo,Low,Glo,Postpaid,17,2024-02-28,9494.52,137511.54,4.94,344.94,39,4G,0.149,0.88,43.9,1,19.83,5.3,Mobile Money,0,1,0,0,0,1,1,1,0,4,5,2,1,0
NIG039645,34,Female,Ekiti,Ekiti City,South West,Secondary,Farmer,English,Middle,Airtel,Prepaid,29,2023-03-05,5650.32,119723.27,3.76,835.74,46,4G,0.041,2.08,14.81,2,1.24,4.8,USSD,2,0,1,0,1,1,1,1,0,2,3,1.4,1,0
NIG039646,47,Female,Kano,Wudil,North West,OND/NCE,Civil Servant,Igbo,Low,MTN,Prepaid,34,2022-10-06,2682.75,115090.42,1.94,281.44,47,5G,0.07,3.07,5.53,1,18.76,9.5,USSD,3,0,0,0,0,1,0,1,0,0,4,1.5,1,0
NIG039647,28,Female,Edo,Edo City,South South,Primary,Teacher,Pidgin,Low,Airtel,Prepaid,30,2023-02-03,3708.51,137092.73,1.23,805.38,39,3G,0.131,0.45,14.4,5,24.52,5.1,Bank Transfer,1,0,0,0,0,1,0,1,0,0,3,6,0,0
NIG039648,58,Female,Edo,Edo City,South South,OND/NCE,Driver,English,Middle,MTN,Prepaid,25,2023-07-03,2082.16,67318.88,4.02,407.66,51,4G,0.177,0.58,10.68,2,4.65,5.7,Bank Transfer,0,0,0,0,0,1,0,1,0,0,0,1.8,0,0
NIG039649,31,Male,Lagos,Badagry,South West,Secondary,Civil Servant,Hausa,Low,Airtel,Prepaid,19,2023-12-30,3753.87,69503.84,8.65,404.76,56,4G,0.002,4.14,10.7,1,32.32,2.5,Airtime Transfer,1,1,0,0,0,0,0,1,0,0,4,2.3,1,0
NIG039650,37,Female,Ebonyi,Ebonyi City,South East,Secondary,Engineer,English,High,MTN,Prepaid,9,2024-10-25,837.72,6226.11,7.31,450.78,52,4G,0.232,1.08,11.27,1,12.05,7.2,Card,2,0,1,0,0,1,0,1,0,0,5,0.4,1,0
NIG039651,32,Male,Niger,Niger City,North Central,HND/BSc,IT Professional,Hausa,Middle,Glo,Postpaid,27,2023-05-04,10147.23,306695.15,2.28,401.15,52,4G,0.103,1.89,3.71,0,3.09,5.8,Card,0,1,0,0,1,0,0,1,0,2,3,1.9,1,0
NIG039652,44,Male,Ekiti,Ekiti City,South West,Primary,Farmer,English,Low,Glo,Postpaid,27,2023-05-04,11097.77,335142.53,2.23,937.24,62,4G,0.171,0.57,10.41,1,22.83,7.2,Mobile Money,0,0,1,0,1,1,0,1,0,1,2,2.3,1,0
NIG039653,47,Male,Adamawa,Adamawa City,North East,Secondary,Artisan,English,Low,Airtel,Postpaid,11,2024-08-26,6799.85,67919.56,3.45,393,58,4G,0.183,1.4,38.34,5,27.33,5.4,Bank Transfer,1,0,1,0,1,1,0,1,0,0,3,3.6,1,0
NIG039654,56,Male,Imo,Imo City,South East,Masters,Doctor,Yoruba,Low,9mobile,Prepaid,1,2025-06-22,3371.76,2787.55,4.73,461.19,48,4G,0.249,2.41,29.39,1,9.75,1.3,Bank Transfer,2,0,0,1,1,1,0,1,0,0,4,3,1,0
NIG039655,70,Male,Lagos,Ikorodu,South West,Secondary,Farmer,Pidgin,Middle,Glo,Postpaid,3,2025-04-23,7850.89,19699.74,0.5,678.45,54,4G,0.25,0.59,14.38,2,3,5.4,USSD,0,0,1,0,1,1,0,1,0,0,2,0.4,0,0
NIG039656,40,Male,Enugu,Enugu City,South East,OND/NCE,Artisan,English,Low,MTN,Prepaid,10,2024-09-25,2635.4,27809.58,2.81,414.85,42,3G,0.299,8.55,3.74,3,5.32,7.7,Card,0,0,1,0,1,1,0,0,0,0,5,2.1,0,0
NIG039657,35,Female,Kano,Karaye,North West,Secondary,Entrepreneur,English,Low,Glo,Prepaid,70,2019-10-22,3357.81,282323.21,1.63,455.21,38,4G,0.105,0.37,18.45,2,32.11,5.4,Airtime Transfer,1,0,0,0,1,0,1,0,0,1,6,2.6,1,0
NIG039658,43,Female,Enugu,Enugu City,South East,No Formal Education,Artisan,Igbo,Middle,Airtel,Prepaid,10,2024-09-25,5645.93,45605.93,4,1048.18,39,3G,0.059,3.66,9.17,2,1.97,5.6,Mobile Money,1,1,0,0,1,1,0,1,0,2,2,0.8,0,0
NIG039659,34,Male,Kano,Wudil,North West,Secondary,Engineer,English,Middle,MTN,Prepaid,46,2021-10-11,3360.57,131256.09,5.95,630.81,60,4G,0.046,4.37,2.43,2,46.78,5.4,Airtime Transfer,1,0,0,0,0,0,1,1,0,0,2,1,1,0
NIG039660,45,Female,Bauchi,Bauchi City,North East,HND/BSc,Doctor,Hausa,Low,MTN,Prepaid,3,2025-04-23,4442.42,11319.83,1.27,520.02,49,3G,0.152,2.24,7.51,3,24.99,5.3,Mobile Money,3,0,0,0,1,1,0,0,0,1,3,1.5,1,1
NIG039661,68,Female,Imo,Imo City,South East,Secondary,Student,Igbo,Low,MTN,Prepaid,31,2023-01-04,5498.61,191605.29,22,233.61,48,3G,0.093,1.64,12.26,0,6.83,2.4,USSD,0,0,1,0,1,1,0,1,0,3,4,1,1,0
NIG039662,37,Female,Enugu,Enugu City,South East,Secondary,Civil Servant,Yoruba,Middle,MTN,Prepaid,10,2024-09-25,3999.68,45817.11,8.96,248.98,52,5G,0.258,2.31,17.27,1,16.56,3.9,Cash,3,1,0,0,0,1,0,1,0,3,4,1,1,0
NIG039663,56,Male,Kano,Gwarzo,North West,OND/NCE,Driver,English,Low,MTN,Prepaid,32,2022-12-05,3801.89,114294.36,1.81,171.27,57,3G,0.154,3.88,55.11,1,37.54,3.9,Airtime Transfer,2,0,1,0,0,1,0,1,0,1,3,6.1,0,1
NIG039664,45,Male,Rivers,Okrika,South South,Secondary,Teacher,English,Low,MTN,Prepaid,42,2022-02-08,1508.91,68206.43,8.97,864.72,42,2G,0.005,0.57,17.21,1,6.5,3.5,Bank Transfer,1,0,1,0,0,0,0,1,0,2,3,2,1,0
NIG039665,37,Male,Ebonyi,Ebonyi City,South East,OND/NCE,Trader,Pidgin,Middle,MTN,Prepaid,15,2024-04-28,3832.87,56015.47,2.68,150.48,48,2G,0.166,0.49,16.05,1,6.95,4.8,Mobile Money,1,1,0,0,1,1,0,1,1,0,3,2.4,1,1
NIG039666,50,Male,Taraba,Taraba City,North East,HND/BSc,Civil Servant,Yoruba,Middle,MTN,Prepaid,18,2024-01-29,3304.73,75236.01,6.42,578.33,51,4G,0.193,0.05,2.4,3,10.42,1.1,USSD,0,0,0,0,1,1,0,0,0,1,1,2.5,1,1
NIG039667,20,Female,Oyo,Oyo,South West,Primary,Student,Igbo,Low,Glo,Prepaid,6,2025-01-23,1097.17,7566.65,15.13,407.85,60,5G,0.011,3.26,15.39,2,3.25,4.1,Airtime Transfer,0,0,1,0,1,1,1,0,1,1,0,0.4,1,0
NIG039668,52,Male,Kano,Wudil,North West,Secondary,Student,Yoruba,Low,9mobile,Prepaid,34,2022-10-06,1245.07,35485.93,8.49,509.82,47,4G,0.177,0.79,56.35,1,27.28,8.7,Mobile Money,0,0,0,0,0,0,0,0,1,0,3,0.6,1,0
NIG039669,34,Female,Sokoto,Sokoto City,North West,Secondary,Unemployed,Igbo,Low,MTN,Prepaid,25,2023-07-03,4038.1,82243.19,8.68,624.81,54,2G,0.283,0.57,26.43,2,83.72,6.5,USSD,3,0,1,0,1,1,0,1,0,0,5,2.9,1,0
NIG039670,58,Female,Kano,Karaye,North West,PhD,Student,Yoruba,Middle,MTN,Prepaid,47,2021-09-11,2676.03,117206.96,8.21,923.81,54,3G,0.006,1.93,19.58,3,46.21,5.9,Bank Transfer,1,0,1,0,0,1,0,0,0,0,3,0.6,0,0
NIG039671,58,Male,Ekiti,Ekiti City,South West,Primary,Artisan,Yoruba,Low,9mobile,Prepaid,3,2025-04-23,5112.29,17205.62,6.54,447.79,45,3G,0.037,0,5.83,2,1.89,6.8,Card,2,0,0,0,0,0,0,1,0,0,4,1.1,0,1
NIG039672,20,Male,Oyo,Saki,South West,HND/BSc,Student,Pidgin,Low,Airtel,Prepaid,14,2024-05-28,3879.43,70078.24,9.45,341.53,45,4G,0.091,0.74,12.2,0,14.38,8.6,USSD,1,0,1,0,0,1,0,1,0,1,1,0.7,1,0
NIG039673,46,Female,Ebonyi,Ebonyi City,South East,OND/NCE,Unemployed,Yoruba,Middle,MTN,Postpaid,2,2025-05-23,9791.91,20830.2,14.95,737.38,47,3G,0.128,0.71,28.64,3,8.07,2.9,USSD,1,0,0,0,1,0,1,1,0,3,2,1.2,1,0
NIG039674,26,Female,Katsina,Katsina City,North West,OND/NCE,Farmer,Igbo,High,Airtel,Prepaid,23,2023-09-01,2265.16,56213.13,9.85,818.24,46,4G,0.217,0.06,43.21,1,25.58,9,Airtime Transfer,0,0,0,0,1,0,0,1,1,0,4,1.9,1,0
NIG039675,48,Male,Zamfara,Zamfara City,North West,HND/BSc,Unemployed,Pidgin,Middle,9mobile,Prepaid,34,2022-10-06,1859.86,68045.17,8.07,727,44,3G,0.096,4.64,28.9,2,24.68,5.4,USSD,1,1,1,0,0,1,1,1,0,0,2,4.1,1,0
NIG039676,43,Male,Kano,Gwarzo,North West,Secondary,Artisan,Yoruba,Low,MTN,Postpaid,41,2022-03-10,6687.89,286981.55,7.33,444.53,60,4G,0.245,2.6,32.41,2,5.12,5.6,Card,0,1,1,0,1,1,1,1,0,1,4,2.1,1,0
NIG039677,65,Female,Lagos,Badagry,South West,Secondary,Trader,Igbo,Middle,Glo,Hybrid,1,2025-06-22,3560.27,3228.55,3.91,609.04,50,4G,0.187,0.41,12.57,2,0.38,6.9,Bank Transfer,1,0,0,0,0,1,0,1,0,2,3,5.1,0,0
NIG039678,31,Female,Ogun,Ogun City,South West,HND/BSc,Farmer,English,Middle,9mobile,Hybrid,3,2025-04-23,3896.4,12217.78,4.46,85.99,48,4G,0.265,0.18,9.13,2,22.93,2.4,Mobile Money,0,1,0,0,0,1,1,1,0,1,4,0,1,1
NIG039679,45,Female,Lagos,Ikorodu,South West,HND/BSc,Entrepreneur,Hausa,Low,Glo,Prepaid,14,2024-05-28,7568.02,137308.96,5.37,156.74,40,4G,0.195,3.61,7.7,2,12.5,7.9,Card,1,0,1,0,0,1,0,1,0,0,3,0.3,1,0
NIG039680,32,Male,Oyo,Ogbomoso,South West,Primary,Farmer,Yoruba,Low,MTN,Prepaid,26,2023-06-03,3236.31,91625.36,2.36,293.46,50,4G,0.256,1.54,13.48,3,5.99,3,Card,0,0,0,0,0,1,1,1,0,2,3,0.3,0,0
NIG039681,53,Male,Imo,Imo City,South East,Secondary,Driver,English,Low,MTN,Prepaid,51,2021-05-14,3972.49,250117.82,5.55,1023.7,52,3G,0.295,0.44,7.05,1,6.43,8.1,Airtime Transfer,2,1,0,0,1,1,1,1,0,1,4,0.2,0,0
NIG039682,41,Female,Kano,Karaye,North West,Primary,Farmer,Yoruba,Middle,MTN,Prepaid,26,2023-06-03,4195.74,93590.5,2.97,1325.32,46,5G,0.173,0.27,13.65,0,8.67,2.9,POS,0,0,0,0,1,1,0,1,1,0,3,0.1,1,0
NIG039683,36,Female,Imo,Imo City,South East,Secondary,Student,English,Low,MTN,Prepaid,12,2024-07-27,5705.15,52062.74,8.13,515.25,47,3G,0.01,3.3,52.39,1,4.27,3.9,Mobile Money,3,0,0,0,1,0,0,1,1,1,6,0.8,0,0
NIG039684,46,Male,Lagos,Ikorodu,South West,Secondary,Banker,English,Middle,Airtel,Prepaid,1,2025-06-22,1605.31,1507,0.97,320.23,42,4G,0.25,2.39,4.93,2,5.96,8.8,Card,2,0,1,0,1,1,0,1,0,2,1,0.1,1,0
NIG039685,33,Female,Kano,Wudil,North West,Masters,Artisan,Igbo,Low,MTN,Postpaid,9,2024-10-25,9751.46,96509.57,8.25,218.2,34,4G,0.13,0.6,19.17,2,24.82,6.8,USSD,0,1,1,0,1,1,1,1,0,0,4,2.7,1,0
NIG039686,31,Female,Taraba,Taraba City,North East,Secondary,Engineer,Hausa,High,9mobile,Postpaid,34,2022-10-06,8262.79,286776.7,14.19,539.45,56,4G,0.218,2.39,9.16,4,8.69,9.1,USSD,3,0,1,1,0,1,0,0,0,1,3,1.9,1,0
NIG039687,30,Male,FCT,Gwagwalada,North Central,No Formal Education,Entrepreneur,Yoruba,Middle,MTN,Prepaid,10,2024-09-25,843.85,9430.86,4.04,333.59,61,4G,0.036,4.03,26.55,2,9.92,8.6,Mobile Money,1,0,0,0,1,1,0,1,0,1,4,2.7,1,0
NIG039688,32,Male,Kaduna,Kafanchan,North West,OND/NCE,Entrepreneur,Kanuri,Low,Airtel,Prepaid,1,2025-06-22,4690.13,3733.08,5.51,373.65,47,4G,0.172,1.82,36.82,2,6.89,4.5,Mobile Money,1,0,1,0,1,1,1,1,0,0,1,3.4,1,0
NIG039689,37,Female,Kaduna,Kafanchan,North West,Secondary,Trader,English,Low,9mobile,Prepaid,31,2023-01-04,5162.82,183086.91,7.78,670.87,50,4G,0.149,1.95,3.87,2,0.76,5.3,Airtime Transfer,3,0,0,0,0,0,0,1,1,0,3,0.5,1,0
NIG039690,33,Female,Delta,Delta City,South South,Secondary,Civil Servant,Yoruba,Low,MTN,Postpaid,1,2025-06-22,4343.33,3096.45,7.07,944.97,37,5G,0.214,3.77,2.5,1,12.15,6.3,Airtime Transfer,1,0,0,0,1,1,0,0,0,1,6,3.1,1,1
NIG039691,30,Female,Ekiti,Ekiti City,South West,Masters,Unemployed,Hausa,Low,Glo,Prepaid,23,2023-09-01,607.89,17873.29,11.59,424.11,53,4G,0.108,0.51,14.39,5,3.01,2.7,Mobile Money,0,0,0,1,1,1,1,1,0,1,3,2.4,1,1
NIG039692,24,Male,Kano,Karaye,North West,Secondary,Student,Yoruba,Middle,Glo,Postpaid,1,2025-06-22,7302.83,5299.25,1.92,170.68,57,3G,0.236,4.74,17.24,3,17.41,4.1,POS,0,1,0,0,0,1,0,1,0,0,4,1.7,0,1
NIG039693,69,Female,Lagos,Epe,South West,Masters,Entrepreneur,Igbo,Low,Glo,Prepaid,21,2023-10-31,4958.67,109702.18,11.68,329.18,35,2G,0.282,4.08,9.51,4,28.01,5.7,Bank Transfer,2,1,1,0,0,1,0,1,0,3,1,2.2,0,0
NIG039694,44,Male,Edo,Edo City,South South,HND/BSc,Farmer,English,Low,MTN,Prepaid,7,2024-12-24,2955.42,16802.86,4.12,406.47,60,3G,0.008,0.34,23.82,3,42.83,2.4,Cash,0,0,0,0,0,0,1,1,0,1,4,0.3,1,0
NIG039695,36,Male,Kebbi,Kebbi City,North West,OND/NCE,Trader,Yoruba,Low,9mobile,Prepaid,35,2022-09-06,2633.52,88457.76,10.18,511.05,59,3G,0.251,3.39,45.27,3,10.42,2.7,USSD,1,1,0,0,0,1,0,1,0,2,2,2,1,1
NIG039696,32,Female,Lagos,Epe,South West,OND/NCE,Farmer,English,Low,MTN,Postpaid,18,2024-01-29,8343.34,156089.22,1.82,716.71,43,4G,0.263,0.13,42.79,1,41.08,9.1,Bank Transfer,1,1,1,0,1,1,0,0,1,3,2,0.7,1,0
NIG039697,71,Male,Rivers,Port Harcourt,South South,Secondary,Teacher,Hausa,Middle,MTN,Prepaid,2,2025-05-23,4356.27,9564.7,1.94,444.24,49,4G,0.132,3.18,27.77,6,1.66,2.6,Airtime Transfer,2,0,0,1,0,0,0,1,0,3,3,1.8,0,1
NIG039698,35,Male,Abia,Abia City,South East,HND/BSc,Artisan,Other,Low,Airtel,Prepaid,6,2025-01-23,4951.69,24800.03,0.26,461.89,59,4G,0.269,0.74,15.73,2,3.71,7.6,Cash,0,1,1,0,1,1,0,1,0,1,2,0.1,1,0
NIG039699,65,Female,Lagos,Ikeja,South West,No Formal Education,Trader,Yoruba,Low,MTN,Prepaid,89,2018-03-31,3863.36,248661.38,1.19,1185.97,43,4G,0.171,0.92,45.46,3,1.52,4.4,Mobile Money,1,0,1,0,1,1,1,1,0,1,5,5,1,0
NIG039700,39,Male,Nasarawa,Nasarawa City,North Central,OND/NCE,Farmer,Yoruba,Low,9mobile,Postpaid,1,2025-06-22,10179.66,10104.34,3.6,608.26,49,3G,0.223,0.89,14.28,0,1.39,3.1,Bank Transfer,3,0,0,0,1,1,0,1,0,1,4,4,1,1
NIG039701,17,Male,Lagos,Epe,South West,OND/NCE,Sales Rep,Yoruba,Low,Airtel,Prepaid,8,2024-11-24,2676.81,26930.07,5.07,474.24,51,4G,0.179,1.85,35.55,1,46.62,8.6,USSD,0,1,0,0,1,1,0,1,1,0,4,5.4,0,0
NIG039702,23,Male,Kebbi,Kebbi City,North West,Secondary,Trader,Igbo,Low,MTN,Prepaid,4,2025-03-24,1989.52,9447.04,4.26,251.05,58,4G,0.28,0.29,9.95,1,16.02,7.3,Cash,1,0,1,0,0,1,0,1,0,0,4,2.2,1,0
NIG039703,34,Male,Ondo,Ondo City,South West,HND/BSc,Retiree,Hausa,Middle,Airtel,Prepaid,46,2021-10-11,1931.66,102828.52,7.87,370.17,60,4G,0.13,0.17,53.5,1,0.95,4.6,USSD,1,1,1,0,1,0,1,1,0,3,3,1.5,1,0
NIG039704,49,Female,Cross River,Cross River City,South South,Masters,Civil Servant,English,Middle,Airtel,Prepaid,27,2023-05-04,1199.95,34775.06,6.91,787.93,37,4G,0.173,0.18,20.11,1,6.25,2.5,Bank Transfer,1,1,0,0,1,0,0,1,1,0,2,0.9,1,0
NIG039705,37,Female,Rivers,Port Harcourt,South South,Secondary,Student,Kanuri,Low,Airtel,Prepaid,12,2024-07-27,2909.66,26994.27,7.35,1553.28,50,3G,0.198,1.85,20.5,2,1.78,6.6,Bank Transfer,1,0,0,0,1,1,1,1,0,0,1,4.4,0,0
NIG039706,34,Male,Ebonyi,Ebonyi City,South East,Secondary,Student,English,Middle,MTN,Prepaid,18,2024-01-29,5840.56,80794.84,2.92,504.4,54,4G,0.042,2.95,11.83,0,2.59,3.1,Bank Transfer,1,0,0,0,0,1,0,0,0,0,3,0.9,1,0
NIG039707,45,Female,Lagos,Epe,South West,Primary,Entrepreneur,Yoruba,Middle,Glo,Prepaid,1,2025-06-22,3618.62,3061.11,9.96,625.87,47,2G,0.144,0.57,42.41,2,5.62,7.1,Card,0,0,0,0,1,0,0,1,0,0,3,4.9,1,0
NIG039708,34,Female,Anambra,Anambra City,South East,Primary,Banker,Yoruba,Low,Glo,Hybrid,12,2024-07-27,1410.73,17663.21,3.42,884.23,57,3G,0.085,3.12,5.58,1,97.76,7.5,POS,1,1,0,0,0,1,1,0,0,0,4,1.9,1,0
NIG039709,48,Male,Gombe,Gombe City,North East,OND/NCE,Unemployed,English,Low,Glo,Postpaid,115,2016-02-10,15765.96,1460250.42,7.67,1001.27,56,4G,0.274,1.23,61.45,3,6.32,3.4,Cash,2,1,1,0,1,0,1,1,0,1,5,1.9,1,0
NIG039710,58,Male,Kano,Karaye,North West,OND/NCE,Entrepreneur,Yoruba,Low,9mobile,Prepaid,41,2022-03-10,3028.68,101595,4.62,777.74,49,4G,0.067,0.1,6.64,0,31.79,1.3,Mobile Money,1,1,0,0,1,0,1,1,0,1,4,1.7,1,0
NIG039711,50,Female,Oyo,Saki,South West,Secondary,Entrepreneur,Igbo,Low,Airtel,Prepaid,10,2024-09-25,5743.72,72315.63,7.07,545.8,44,4G,0.115,0.19,10.96,0,1.85,7.2,Card,0,1,0,0,1,1,1,1,0,0,3,1.9,1,0
NIG039712,39,Male,Lagos,Badagry,South West,Primary,Student,Hausa,High,MTN,Prepaid,36,2022-08-07,5714.38,161437.65,4.92,1078.07,42,4G,0.127,2.07,11.65,2,13.53,4,USSD,1,1,0,0,1,1,1,1,0,1,4,1.3,1,0
NIG039713,61,Male,Ekiti,Ekiti City,South West,Secondary,Unemployed,English,Low,MTN,Prepaid,10,2024-09-25,5519.59,51346.24,0.62,206.55,48,4G,0.209,0.42,19.73,1,25.11,6.3,Airtime Transfer,0,1,0,0,0,1,1,1,1,3,2,0.6,0,1
NIG039714,57,Male,Imo,Imo City,South East,Secondary,Sales Rep,Hausa,Low,9mobile,Prepaid,34,2022-10-06,4206.27,104826.68,4.05,422.96,41,4G,0.147,1.95,8.46,1,24.36,7,Airtime Transfer,0,1,0,1,0,0,0,1,0,2,3,0.7,1,0
NIG039715,24,Female,Lagos,Ikeja,South West,HND/BSc,IT Professional,Igbo,Low,Airtel,Hybrid,14,2024-05-28,2278.97,37367.87,10.68,247.67,45,4G,0.184,1.2,9.77,1,8.8,9.8,Mobile Money,0,0,1,0,1,1,0,1,0,1,2,1.6,1,1
NIG039716,68,Male,Lagos,Ikeja,South West,HND/BSc,Entrepreneur,Igbo,Middle,Airtel,Prepaid,15,2024-04-28,2957.51,50163.37,8.59,563.26,54,3G,0.206,2.6,36.64,3,35.94,8.9,Bank Transfer,1,0,0,0,1,1,1,1,0,1,1,2.1,1,0
NIG039717,32,Male,Kano,Karaye,North West,Primary,Trader,Pidgin,Middle,Airtel,Prepaid,7,2024-12-24,4474.06,32319.59,2.78,591.12,46,4G,0.242,0.97,62.47,3,14.6,1.2,Airtime Transfer,2,1,1,0,1,0,0,0,0,2,4,2.5,1,0
NIG039718,23,Female,Katsina,Katsina City,North West,HND/BSc,Farmer,Yoruba,Middle,MTN,Postpaid,1,2025-06-22,8151.39,6979.93,3.93,448.46,58,3G,0.191,2.32,15.1,0,6.48,3,Bank Transfer,1,0,0,1,1,0,1,1,1,1,1,4.1,1,1
